type_encoded,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,temp_diff_k,power_w,strain_min_nm,tool_wear_critical,machine_failure,twf,hdf,pwf,osf,rnf
2,300.7,312.3,1670,27.3,81,11.6,4774.28,2211.3,0,0,0,0,0,0,0
1,300.7,309.7,1435,44.7,76,9.0,6717.2,3397.2,0,0,0,0,0,0,0
0,301.4,310.7,1616,36.5,121,9.3,6176.79,4416.5,0,0,0,0,0,0,0
0,301.9,310.3,1398,44.0,65,8.4,6441.52,2860.0,0,0,0,0,0,0,0
1,299.2,308.4,1538,38.0,98,9.2,6120.24,3724.0,0,0,0,0,0,0,0
1,303.6,312.8,1400,43.2,23,9.2,6333.45,993.6,0,0,0,0,0,0,0
0,300.3,309.9,1601,31.7,180,9.6,5314.71,5706.0,0,0,0,0,0,0,0
0,299.8,310.8,1409,51.9,154,11.0,7657.85,7992.6,0,0,0,0,0,0,0
0,302.7,312.1,1597,39.8,153,9.4,6656.05,6089.4,0,0,0,0,0,0,0
0,301.4,311.1,1952,22.7,131,9.7,4640.17,2973.7,0,0,0,0,0,0,0
1,296.7,307.6,1547,34.7,150,10.9,5621.45,5205.0,0,0,0,0,0,0,0
1,302.6,310.2,1631,31.0,100,7.6,5294.74,3100.0,0,0,0,0,0,0,0
1,302.4,311.1,1480,45.7,200,8.7,7082.83,9140.0,1,0,0,0,0,0,0
0,299.5,310.0,1481,43.1,90,10.5,6684.38,3879.0,0,0,0,0,0,0,0
0,301.3,311.1,1413,42.0,221,9.8,6214.7,9282.0,1,0,0,0,0,0,0
0,298.8,308.7,1445,48.5,70,9.9,7339.02,3395.0,0,0,0,0,0,0,0
0,297.4,308.5,1643,33.8,132,11.1,5815.44,4461.6,0,0,0,0,0,0,0
1,297.8,308.5,1466,44.7,88,10.7,6862.31,3933.6,0,0,0,0,0,0,0
1,304.3,313.5,1525,42.0,2,9.2,6707.3,84.0,0,0,0,0,0,0,0
1,299.9,309.3,1389,52.8,0,9.4,7680.06,0.0,0,0,0,0,0,0,0
0,302.4,311.0,1610,33.1,161,8.6,5580.62,5329.1,0,0,0,0,0,0,0
0,296.6,307.7,1556,37.7,110,11.1,6142.99,4147.0,0,0,0,0,0,0,0
1,300.4,309.3,1467,40.3,166,8.9,6191.04,6689.8,0,0,0,0,0,0,0
0,300.3,311.4,1471,37.0,114,11.1,5699.58,4218.0,0,0,0,0,0,0,0
0,297.9,308.8,1681,31.7,94,10.9,5580.27,2979.8,0,0,0,0,0,0,0
0,302.6,312.4,1628,33.0,15,9.8,5625.96,495.0,0,0,0,0,0,0,0
0,301.2,310.5,1546,40.0,55,9.3,6475.87,2200.0,0,0,0,0,0,0,0
1,298.7,310.1,1693,31.9,51,11.4,5655.57,1626.9,0,0,0,0,0,0,0
0,299.3,309.1,1496,37.2,149,9.8,5827.78,5542.8,0,0,0,0,0,0,0
0,301.3,310.6,1387,53.6,94,9.3,7785.2,5038.4,0,0,0,0,0,0,0
1,301.7,310.9,1300,62.7,36,9.2,8535.71,2257.2,0,0,0,0,0,0,0
0,303.6,312.9,1450,45.3,29,9.3,6878.52,1313.7,0,0,0,0,0,0,0
0,302.8,312.1,1441,52.1,79,9.3,7861.95,4115.9,0,0,0,0,0,0,0
1,297.5,308.2,2448,13.8,29,10.7,3537.68,400.2,0,0,0,0,0,0,0
1,300.7,310.7,1377,46.7,36,10.0,6734.1,1681.2,0,0,0,0,0,0,0
0,298.4,308.0,1380,47.6,130,9.6,6878.83,6188.0,0,0,0,0,0,0,0
2,299.4,308.6,1542,41.8,166,9.2,6749.77,6938.8,0,0,0,0,0,0,0
0,297.7,309.7,1498,41.0,176,12.0,6431.68,7216.0,0,0,0,0,0,0,0
0,296.9,308.1,1422,48.7,215,11.2,7251.99,10470.5,1,0,0,0,0,0,0
0,301.2,311.0,1544,39.3,217,9.8,6354.31,8528.1,1,0,0,0,0,0,0
1,303.6,312.0,1435,37.9,98,8.4,5695.34,3714.2,0,0,0,0,0,0,0
2,300.4,311.8,2496,13.5,5,11.4,3528.64,67.5,0,0,0,0,0,0,0
0,297.4,309.3,1759,24.8,81,11.9,4568.21,2008.8,0,0,0,0,0,0,0
1,298.3,310.1,1389,49.6,75,11.8,7214.6,3720.0,0,0,0,0,0,0,0
0,301.3,310.6,1458,48.0,104,9.3,7328.71,4992.0,0,0,0,0,0,0,0
0,302.4,311.9,1541,37.9,192,9.5,6116.04,7276.8,0,0,0,0,0,0,0
0,300.0,311.4,1476,39.0,92,11.4,6028.09,3588.0,0,0,0,0,0,0,0
2,301.7,311.0,2016,19.3,180,9.3,4074.52,3474.0,0,0,0,0,0,0,0
0,299.1,310.4,1505,46.1,176,11.3,7265.51,8113.6,0,0,0,0,0,0,0
1,296.8,307.5,1443,39.2,13,10.7,5923.54,509.6,0,0,0,0,0,0,0
0,300.4,310.8,1520,37.6,151,10.4,5984.94,5677.6,0,0,0,0,0,0,0
1,300.5,309.3,1578,30.5,34,8.8,5040.06,1037.0,0,0,0,0,0,0,0
1,303.5,312.3,1543,33.3,71,8.8,5380.7,2364.3,0,0,0,0,0,0,0
2,299.3,310.4,1393,44.9,162,11.1,6549.77,7273.8,0,0,0,0,0,0,0
2,302.3,311.5,1526,38.2,47,9.2,6104.45,1795.4,0,0,0,0,0,0,0
0,299.7,309.2,1631,35.1,177,9.5,5995.01,6212.7,0,0,0,0,0,0,0
0,298.5,309.5,1579,38.6,126,11.0,6382.61,4863.6,0,0,0,0,0,0,0
0,301.4,310.0,1776,25.6,30,8.6,4761.15,768.0,0,0,0,0,0,0,0
0,300.7,309.7,1507,52.4,163,9.0,8269.38,8541.2,0,0,0,0,0,0,0
0,301.9,310.9,1567,39.0,214,9.0,6399.74,8346.0,1,1,1,0,0,0,0
1,301.0,310.4,1517,46.1,145,9.4,7323.44,6684.5,0,0,0,0,0,0,0
2,297.2,308.5,1653,33.3,207,11.3,5764.29,6893.1,1,0,0,0,0,0,0
1,303.4,312.0,1748,28.4,200,8.6,5198.62,5680.0,1,0,0,0,0,0,0
0,301.1,310.1,1457,39.6,215,9.0,6042.04,8514.0,1,0,0,0,0,0,0
0,303.3,312.7,1262,63.8,100,9.4,8431.57,6380.0,0,0,0,0,0,0,0
0,300.0,309.4,1395,44.5,181,9.4,6500.74,8054.5,0,0,0,0,0,0,0
1,299.5,309.2,1590,35.9,22,9.7,5977.51,789.8,0,0,0,0,0,0,0
1,300.5,311.8,1591,42.0,182,11.3,6997.58,7644.0,0,0,0,0,0,0,0
0,297.2,308.3,1796,23.8,61,11.1,4476.22,1451.8,0,0,0,0,0,0,0
1,301.1,311.3,1654,30.7,28,10.2,5317.44,859.6,0,0,0,0,0,0,0
0,302.4,312.0,1621,32.5,169,9.6,5516.9,5492.5,0,0,0,0,0,0,0
0,300.4,311.6,1815,23.5,49,11.2,4466.56,1151.5,0,0,0,0,0,0,0
0,297.1,307.8,1454,50.6,94,10.7,7704.48,4756.4,0,0,0,0,0,0,0
1,300.5,309.9,1735,27.0,107,9.4,4905.6,2889.0,0,0,0,0,0,0,0
1,298.8,308.5,1577,33.2,0,9.7,5482.75,0.0,0,0,0,0,0,0,0
0,300.0,309.6,1514,44.6,98,9.6,7071.14,4370.8,0,0,0,0,0,0,0
0,298.0,309.2,1458,39.8,87,11.2,6076.72,3462.6,0,0,0,0,0,0,0
2,298.0,309.1,1557,36.4,65,11.1,5934.97,2366.0,0,0,0,0,0,0,0
2,299.0,310.0,1569,34.3,132,11.0,5635.67,4527.6,0,0,0,0,0,0,0
0,298.2,308.1,1379,62.3,149,9.9,8996.65,9282.7,0,0,0,0,0,0,0
1,299.9,309.2,1353,49.8,182,9.3,7055.95,9063.6,0,0,0,0,0,0,0
0,303.3,311.5,1601,35.2,10,8.2,5901.5,352.0,0,0,0,0,0,0,0
1,300.8,310.5,1511,35.8,54,9.7,5664.69,1933.2,0,0,0,0,0,0,0
0,300.9,311.1,1471,39.3,91,10.2,6053.88,3576.3,0,0,0,0,0,0,0
0,302.7,310.7,1433,43.7,13,8.0,6557.77,568.1,0,0,0,0,0,0,0
1,302.5,312.0,1642,29.1,46,9.5,5003.74,1338.6,0,0,0,0,0,0,0
0,302.8,312.1,1418,51.4,54,9.3,7632.52,2775.6,0,0,0,0,0,0,0
2,300.1,309.3,1520,38.2,158,9.2,6080.45,6035.6,0,0,0,0,0,0,0
0,298.2,307.9,1313,67.3,67,9.7,9253.55,4509.1,0,1,0,0,1,0,0
2,300.6,310.6,1830,26.2,78,10.0,5020.89,2043.6,0,0,0,0,0,0,0
1,297.4,308.4,1340,52.6,15,11.0,7381.07,789.0,0,0,0,0,0,0,0
0,302.5,311.5,1700,29.5,133,9.0,5251.7,3923.5,0,0,0,0,0,0,0
0,301.2,312.4,1378,59.0,95,11.2,8513.93,5605.0,0,0,0,0,0,0,0
1,303.7,313.1,2130,18.1,185,9.4,4037.26,3348.5,0,0,0,0,0,0,0
1,297.0,308.1,1573,34.9,93,11.1,5748.87,3245.7,0,0,0,0,0,0,0
2,298.3,307.9,1420,39.2,176,9.6,5829.12,6899.2,0,0,0,0,0,0,0
0,300.3,311.5,1667,28.8,56,11.2,5027.55,1612.8,0,0,0,0,0,0,0
0,303.0,311.1,1980,20.2,137,8.1,4188.37,2767.4,0,0,0,0,0,0,0
0,298.4,308.3,1318,59.1,22,9.9,8157.02,1300.2,0,0,0,0,0,0,0
0,303.4,311.7,1673,32.2,166,8.3,5641.32,5345.2,0,0,0,0,0,0,0
1,298.6,308.4,1778,28.2,161,9.8,5250.61,4540.2,0,0,0,0,0,0,0
0,298.4,308.1,1395,44.0,92,9.7,6427.7,4048.0,0,0,0,0,0,0,0
0,298.6,309.4,1525,37.8,54,10.8,6036.57,2041.2,0,0,0,0,0,0,0
1,297.0,307.9,1882,24.2,97,10.9,4769.4,2347.4,0,0,0,0,0,0,0
0,300.0,309.1,1791,28.2,108,9.1,5289.0,3045.6,0,0,0,0,0,0,0
1,302.2,311.2,1377,43.0,91,9.0,6200.56,3913.0,0,0,0,0,0,0,0
0,297.4,308.9,1708,28.8,174,11.5,5151.21,5011.2,0,0,0,0,0,0,0
0,302.6,311.0,1506,37.2,95,8.4,5866.74,3534.0,0,0,0,0,0,0,0
1,300.7,311.6,1348,62.5,36,10.9,8822.64,2250.0,0,0,0,0,0,0,0
0,298.9,308.9,1830,24.9,35,10.0,4771.77,871.5,0,0,0,0,0,0,0
0,298.8,308.9,1379,46.7,204,10.1,6743.88,9526.8,1,0,0,0,0,0,0
0,300.5,310.0,1521,45.1,86,9.5,7183.47,3878.6,0,0,0,0,0,0,0
0,296.7,308.0,1580,32.2,39,11.3,5327.72,1255.8,0,0,0,0,0,0,0
0,298.0,308.8,1581,36.1,73,10.8,5976.79,2635.3,0,0,0,0,0,0,0
1,296.1,307.1,1350,53.3,22,11.0,7535.11,1172.6,0,0,0,0,0,0,0
2,299.6,309.1,1588,41.3,0,9.5,6867.98,0.0,0,0,0,0,0,0,0
2,297.3,308.8,1419,42.4,139,11.5,6300.53,5893.6,0,0,0,0,0,0,0
0,298.9,309.8,1390,49.9,21,10.9,7263.47,1047.9,0,0,0,0,0,0,0
2,300.6,310.6,1419,39.6,3,10.0,5884.45,118.8,0,0,0,0,0,0,0
0,301.8,310.5,1548,34.1,93,8.7,5527.82,3171.3,0,0,0,0,0,0,0
0,298.5,308.9,1781,27.8,113,10.4,5184.86,3141.4,0,0,0,0,0,0,0
2,300.7,310.8,1518,40.1,142,10.1,6374.48,5694.2,0,0,0,0,0,0,0
1,301.3,311.1,1438,43.0,137,9.8,6475.24,5891.0,0,0,0,0,0,0,0
0,300.8,311.1,1480,41.1,176,10.3,6369.89,7233.6,0,0,0,0,0,0,0
0,303.8,313.0,1365,59.9,205,9.2,8562.25,12279.5,1,1,0,0,0,1,0
0,298.6,309.8,1561,32.6,201,11.2,5329.04,6552.6,1,0,0,0,0,0,0
0,298.0,308.0,1401,54.7,65,10.0,8025.17,3555.5,0,0,0,0,0,0,0
0,300.4,309.6,1319,48.1,26,9.2,6643.83,1250.6,0,0,0,0,0,0,0
1,302.3,310.8,1721,28.4,215,8.5,5118.32,6106.0,1,0,0,0,0,0,0
1,301.1,310.7,2636,12.2,100,9.6,3367.7,1220.0,0,1,0,0,1,0,0
1,300.3,309.5,1665,31.4,32,9.2,5474.85,1004.8,0,0,0,0,0,0,0
0,301.6,311.1,1325,49.2,104,9.5,6826.68,5116.8,0,0,0,0,0,0,0
1,298.5,308.7,1615,33.3,41,10.2,5631.78,1365.3,0,0,0,0,0,0,0
0,303.4,311.8,1306,61.0,215,8.4,8342.6,13115.0,1,1,0,1,0,1,0
0,297.2,307.9,1825,24.6,142,10.7,4701.39,3493.2,0,0,0,0,0,0,0
1,297.0,308.1,1363,45.3,196,11.1,6465.81,8878.8,0,0,0,0,0,0,0
0,301.1,310.4,1312,73.6,49,9.3,10112.07,3606.4,0,1,0,0,1,0,0
0,298.5,309.6,1861,26.9,130,11.1,5242.37,3497.0,0,0,0,0,0,0,0
0,301.4,310.8,1477,50.4,90,9.4,7795.42,4536.0,0,0,0,0,0,0,0
1,297.6,308.4,1507,46.0,51,10.8,7259.38,2346.0,0,0,0,0,0,0,0
1,302.9,312.4,1421,46.0,206,9.5,6845.11,9476.0,1,0,0,0,0,0,0
2,297.9,307.6,1493,36.0,161,9.7,5628.48,5796.0,0,0,0,0,0,0,0
0,301.4,310.9,1440,45.4,177,9.5,6846.16,8035.8,0,0,0,0,0,0,0
0,301.0,310.9,1515,37.3,6,9.9,5917.66,223.8,0,0,0,0,0,0,0
1,301.0,310.9,2047,17.9,178,9.9,3837.07,3186.2,0,0,0,0,0,0,0
0,300.4,311.7,1444,51.2,174,11.3,7742.22,8908.8,0,0,0,0,0,0,0
2,297.7,309.6,1697,32.2,210,11.9,5722.24,6762.0,1,0,0,0,0,0,0
0,300.7,310.9,1723,31.0,73,10.2,5593.4,2263.0,0,0,0,0,0,0,0
1,297.6,309.3,1415,41.3,17,11.7,6119.77,702.1,0,0,0,0,0,0,0
0,300.6,310.1,1337,45.8,62,9.5,6412.47,2839.6,0,0,0,0,0,0,0
0,298.8,308.6,1535,41.2,40,9.8,6622.69,1648.0,0,0,0,0,0,0,0
0,304.2,313.4,1434,42.5,175,9.2,6382.15,7437.5,0,0,0,0,0,0,0
0,298.9,310.2,1304,57.2,183,11.3,7810.92,10467.6,0,0,0,0,0,0,0
0,301.2,311.7,1463,48.3,204,10.5,7399.8,9853.2,1,0,0,0,0,0,0
0,297.9,307.6,1515,40.5,118,9.7,6425.34,4779.0,0,0,0,0,0,0,0
0,300.8,310.8,1634,29.2,149,10.0,4996.47,4350.8,0,0,0,0,0,0,0
1,301.4,310.7,1459,37.7,40,9.3,5760.04,1508.0,0,0,0,0,0,0,0
0,298.5,309.2,1504,33.7,182,10.7,5307.7,6133.4,0,0,0,0,0,0,0
1,301.0,309.6,1588,32.7,138,8.6,5437.85,4512.6,0,0,0,0,0,0,0
0,301.6,310.8,1535,35.4,148,9.2,5690.37,5239.2,0,0,0,0,0,0,0
0,303.0,311.3,2194,16.5,148,8.3,3790.96,2442.0,0,0,0,0,0,0,0
0,300.9,310.5,2288,16.1,85,9.6,3857.54,1368.5,0,0,0,0,0,0,0
0,297.0,307.6,1575,37.4,98,10.6,6168.52,3665.2,0,0,0,0,0,0,0
0,300.7,311.9,1485,38.8,9,11.2,6033.74,349.2,0,0,0,0,0,0,0
1,302.7,312.0,1652,31.0,81,9.3,5362.91,2511.0,0,0,0,0,0,0,0
0,300.0,309.6,1496,38.8,27,9.6,6078.44,1047.6,0,0,0,0,0,0,0
0,298.0,307.6,1509,41.6,33,9.6,6573.72,1372.8,0,0,0,0,0,0,0
1,298.6,308.4,1391,42.4,169,9.8,6176.2,7165.6,0,0,0,0,0,0,0
0,301.2,309.9,1515,40.9,21,8.7,6488.8,858.9,0,0,0,0,0,0,0
2,297.3,308.6,1499,37.6,147,11.3,5902.26,5527.2,0,0,0,0,0,0,0
1,300.3,311.7,1723,28.3,193,11.4,5106.23,5461.9,0,0,0,0,0,0,0
1,301.7,310.6,1417,45.2,185,8.9,6707.13,8362.0,0,0,0,0,0,0,0
0,301.7,310.7,1605,33.3,220,9.0,5596.9,7326.0,1,0,0,0,0,0,0
0,298.9,310.2,1533,42.8,138,11.3,6870.91,5906.4,0,0,0,0,0,0,0
0,298.5,309.4,1364,44.5,162,10.9,6356.28,7209.0,0,0,0,0,0,0,0
0,300.4,311.6,1200,76.6,3,11.2,9625.84,229.8,0,1,0,0,1,0,0
1,297.0,307.9,1493,34.7,57,10.9,5425.23,1977.9,0,0,0,0,0,0,0
0,300.4,311.4,1728,31.7,133,11.0,5736.3,4216.1,0,0,0,0,0,0,0
0,301.5,310.6,1405,42.3,83,9.1,6223.65,3510.9,0,0,0,0,0,0,0
1,300.9,310.8,1790,26.2,191,9.9,4911.15,5004.2,0,0,0,0,0,0,0
0,302.3,311.0,1609,31.0,190,8.7,5223.32,5890.0,0,0,0,0,0,0,0
0,299.5,309.2,1499,41.5,175,9.7,6514.46,7262.5,0,0,0,0,0,0,0
0,300.8,310.7,1586,33.4,142,9.9,5547.26,4742.8,0,0,0,0,0,0,0
0,297.6,308.7,1552,42.3,27,11.1,6874.81,1142.1,0,0,0,0,0,0,0
0,298.6,310.1,1533,33.9,24,11.5,5442.15,813.6,0,0,0,0,0,0,0
1,300.6,309.4,1312,45.2,73,8.8,6210.13,3299.6,0,0,0,0,0,0,0
1,302.5,310.3,1488,41.8,160,7.8,6513.4,6688.0,0,0,0,0,0,0,0
0,300.2,309.8,1526,45.6,175,9.6,7286.99,7980.0,0,0,0,0,0,0,0
0,300.7,309.5,1692,30.3,64,8.8,5368.73,1939.2,0,0,0,0,0,0,0
0,301.1,310.1,1540,36.6,28,9.0,5902.42,1024.8,0,0,0,0,0,0,0
0,302.2,311.1,1418,47.0,61,8.9,6979.15,2867.0,0,0,0,0,0,0,0
0,302.0,311.1,1373,55.7,157,9.1,8008.56,8744.9,0,0,0,0,0,0,0
1,303.7,312.9,1532,41.3,32,9.2,6625.79,1321.6,0,0,0,0,0,0,0
0,303.4,311.8,1401,53.0,208,8.4,7775.76,11024.0,1,1,0,0,0,1,0
1,299.0,308.7,1620,35.4,199,9.7,6005.47,7044.6,0,0,0,0,0,0,0
1,300.3,309.2,1364,47.6,45,8.9,6799.08,2142.0,0,0,0,0,0,0,0
1,298.3,307.7,1439,43.8,111,9.4,6600.3,4861.8,0,0,0,0,0,0,0
2,302.0,310.6,1346,54.7,196,8.6,7710.12,10721.2,0,0,0,0,0,0,0
0,301.8,310.9,1899,24.7,31,9.1,4911.91,765.7,0,0,0,0,0,0,0
0,299.3,309.0,1422,47.3,25,9.7,7043.51,1182.5,0,0,0,0,0,0,0
0,300.8,310.6,1551,34.5,153,9.8,5603.5,5278.5,0,0,0,0,0,0,0
0,299.7,311.1,1690,30.6,148,11.4,5415.48,4528.8,0,0,0,0,0,0,0
0,301.0,312.2,1776,28.8,138,11.2,5356.29,3974.4,0,0,0,0,0,0,0
1,301.3,310.8,1372,54.2,49,9.5,7787.21,2655.8,0,0,0,0,0,0,0
0,298.6,309.4,1447,40.2,173,10.8,6091.49,6954.6,0,0,0,0,0,0,0
0,300.7,309.5,1467,44.3,55,8.8,6805.54,2436.5,0,0,0,0,0,0,0
0,301.6,310.6,1391,49.4,164,9.0,7195.86,8101.6,0,0,0,0,0,0,0
1,303.9,313.4,1464,49.1,171,9.5,7527.51,8396.1,0,0,0,0,0,0,0
1,298.7,310.1,1506,50.7,53,11.4,7995.79,2687.1,0,0,0,0,0,0,0
2,295.9,306.5,1594,33.2,55,10.6,5541.85,1826.0,0,0,0,0,0,0,0
2,297.4,308.7,1429,37.6,118,11.3,5626.63,4436.8,0,0,0,0,0,0,0
1,299.0,310.3,1582,33.3,177,11.3,5516.7,5894.1,0,0,0,0,0,0,0
0,301.6,310.9,1643,34.1,44,9.3,5867.06,1500.4,0,0,0,0,0,0,0
1,298.7,309.9,2083,18.2,205,11.2,3969.99,3731.0,1,0,0,0,0,0,0
0,301.4,310.6,1381,46.1,70,9.2,6666.89,3227.0,0,0,0,0,0,0,0
2,300.0,309.0,1622,31.8,103,9.0,5401.4,3275.4,0,0,0,0,0,0,0
2,297.5,308.7,1416,39.2,74,11.2,5812.7,2900.8,0,0,0,0,0,0,0
0,299.1,308.5,1539,46.8,190,9.4,7542.46,8892.0,0,0,0,0,0,0,0
0,302.3,311.2,1903,22.9,55,8.9,4563.55,1259.5,0,0,0,0,0,0,0
0,297.6,308.7,1622,37.9,79,11.1,6437.52,2994.1,0,0,0,0,0,0,0
0,298.8,309.7,1529,44.0,136,10.9,7045.13,5984.0,0,0,0,0,0,0,0
0,298.0,308.4,1472,42.0,15,10.4,6474.19,630.0,0,0,0,0,0,0,0
1,300.3,311.6,1304,62.8,118,11.3,8575.63,7410.4,0,0,0,0,0,0,0
1,303.4,311.6,1446,50.0,163,8.2,7571.24,8150.0,0,0,0,0,0,0,0
0,302.4,311.2,1450,47.9,154,8.8,7273.31,7376.6,0,0,0,0,0,0,0
0,297.5,308.4,1511,42.8,209,10.9,6772.31,8945.2,1,0,0,0,0,0,0
0,297.4,308.5,1399,61.5,61,11.1,9009.93,3751.5,0,1,0,0,1,0,0
0,301.0,310.8,1558,34.9,196,9.8,5694.05,6840.4,0,0,0,0,0,0,0
0,298.6,309.6,1353,62.5,9,11.0,8855.36,562.5,0,0,0,0,0,0,0
1,303.5,312.8,1375,45.7,89,9.3,6580.33,4067.3,0,0,0,0,0,0,0
0,297.5,308.7,1429,44.3,201,11.2,6629.25,8904.3,1,0,0,0,0,0,0
0,298.3,308.5,1575,41.2,105,10.2,6795.26,4326.0,0,0,0,0,0,0,0
1,296.1,307.1,1485,36.0,169,11.0,5598.32,6084.0,0,0,0,0,0,0,0
1,298.1,308.8,1434,41.8,93,10.7,6277.03,3887.4,0,0,0,0,0,0,0
0,298.0,308.2,1442,44.1,204,10.2,6659.36,8996.4,1,0,0,0,0,0,0
0,300.5,311.0,2074,18.9,9,10.5,4104.87,170.1,0,0,0,0,0,0,0
0,298.9,309.6,1583,39.8,202,10.7,6597.7,8039.6,1,0,0,0,0,0,0
0,298.8,309.5,1645,32.8,157,10.7,5650.26,5149.6,0,0,0,0,0,0,0
2,301.2,310.5,1505,43.6,78,9.3,6871.5,3400.8,0,0,0,0,0,0,0
2,299.8,309.7,1368,47.4,148,9.9,6790.36,7015.2,0,0,0,0,0,0,0
1,299.1,310.2,1711,28.1,17,11.1,5034.83,477.7,0,0,0,0,0,0,0
1,298.9,309.9,1501,37.1,70,11.0,5831.54,2597.0,0,0,0,0,0,0,0
0,297.8,308.4,1685,28.4,179,10.6,5011.26,5083.6,0,0,0,0,0,0,0
0,298.4,308.1,1367,57.8,92,9.7,8274.18,5317.6,0,0,0,0,0,0,0
1,299.8,311.1,1452,44.3,167,11.3,6735.95,7398.1,0,0,0,0,0,0,0
0,304.0,313.3,1294,54.6,102,9.3,7398.7,5569.2,0,0,0,0,0,0,0
0,298.3,309.1,1472,40.1,31,10.8,6181.31,1243.1,0,0,0,0,0,0,0
0,297.5,308.4,1489,39.5,96,10.9,6159.14,3792.0,0,0,0,0,0,0,0
1,301.1,310.6,1310,48.8,103,9.5,6694.52,5026.4,0,0,0,0,0,0,0
0,301.0,312.1,1377,49.9,48,11.1,7195.54,2395.2,0,0,0,0,0,0,0
0,299.5,310.0,1412,48.9,56,10.5,7230.56,2738.4,0,0,0,0,0,0,0
1,297.1,308.4,1583,38.2,150,11.3,6332.47,5730.0,0,0,0,0,0,0,0
0,301.0,312.0,1447,36.8,31,11.0,5576.29,1140.8,0,0,0,0,0,0,0
0,301.9,310.8,1540,37.6,83,8.9,6063.69,3120.8,0,0,0,0,0,0,0
0,298.0,308.2,1365,52.9,218,10.2,7561.66,11532.2,1,1,0,0,0,1,0
0,298.2,308.1,1532,42.5,154,9.9,6818.3,6545.0,0,0,0,0,0,0,0
1,300.1,309.6,1376,52.1,147,9.5,7507.32,7658.7,0,0,0,0,0,0,0
0,299.1,308.8,1329,53.6,207,9.7,7459.65,11095.2,1,1,0,0,0,1,0
1,299.0,309.0,1575,35.3,47,10.0,5822.16,1659.1,0,0,0,0,0,0,0
0,301.5,310.6,1579,28.0,220,9.1,4629.87,6160.0,1,0,0,0,0,0,0
0,300.7,310.8,1534,41.3,69,10.1,6634.44,2849.7,0,0,0,0,0,0,0
0,296.3,307.2,1646,35.0,192,10.9,6032.91,6720.0,0,0,0,0,0,0,0
0,301.5,310.9,1451,40.6,0,9.4,6169.1,0.0,0,0,0,0,0,0,0
0,299.0,310.3,1584,34.4,83,11.3,5706.14,2855.2,0,0,0,0,0,0,0
0,298.3,307.9,1507,41.2,149,9.6,6501.88,6138.8,0,0,0,0,0,0,0
2,303.3,311.3,1502,39.5,38,8.0,6212.92,1501.0,0,0,0,0,0,0,0
0,299.6,311.0,1708,31.0,122,11.4,5544.7,3782.0,0,0,0,0,0,0,0
0,299.5,309.3,1477,40.4,138,9.8,6248.71,5575.2,0,0,0,0,0,0,0
0,300.2,310.3,1445,50.9,34,10.1,7702.19,1730.6,0,0,0,0,0,0,0
0,301.9,310.9,1616,34.5,46,9.0,5838.34,1587.0,0,0,0,0,0,0,0
0,297.4,308.1,1749,25.9,8,10.7,4743.71,207.2,0,0,0,0,0,0,0
0,297.7,308.4,1510,38.6,72,10.7,6103.7,2779.2,0,0,0,0,0,0,0
1,300.7,309.6,1421,49.8,165,8.9,7410.58,8217.0,0,0,0,0,0,0,0
0,297.7,309.7,1591,37.7,196,12.0,6281.16,7389.2,0,0,0,0,0,0,0
0,297.5,308.6,1621,28.9,0,11.1,4905.8,0.0,0,0,0,0,0,0,0
1,297.4,308.7,1425,50.3,152,11.3,7506.05,7645.6,0,0,0,0,0,0,0
0,298.9,310.1,1473,42.6,164,11.2,6571.14,6986.4,0,0,0,0,0,0,0
0,301.4,310.7,1675,30.7,92,9.3,5384.95,2824.4,0,0,0,0,0,0,0
0,302.5,311.9,1520,44.9,94,9.4,7146.91,4220.6,0,0,0,0,0,0,0
0,300.8,310.6,1666,36.2,144,9.8,6315.56,5212.8,0,0,0,0,0,0,0
1,299.5,310.8,1507,40.2,156,11.3,6344.07,6271.2,0,0,0,0,0,0,0
0,300.7,311.8,1478,41.9,207,11.1,6485.11,8673.3,1,0,0,0,0,0,0
1,299.0,308.7,1500,40.2,30,9.7,6314.6,1206.0,0,0,0,0,0,0,0
2,297.6,308.2,2071,18.5,144,10.6,4012.18,2664.0,0,0,0,0,0,0,0
0,301.7,311.0,1700,28.7,19,9.3,5109.28,545.3,0,0,0,0,0,0,0
0,298.2,307.9,1551,34.1,190,9.7,5538.53,6479.0,0,0,0,0,0,0,0
0,303.3,311.8,1315,62.0,42,8.5,8537.8,2604.0,0,1,0,1,0,0,0
1,301.1,311.0,1413,46.6,30,9.9,6895.36,1398.0,0,0,0,0,0,0,0
0,301.2,310.9,1597,37.9,164,9.7,6338.3,6215.6,0,0,0,0,0,0,0
2,300.9,310.7,1656,30.7,200,9.8,5323.87,6140.0,1,0,0,0,0,0,0
0,297.4,309.4,1620,35.4,51,12.0,6005.47,1805.4,0,0,0,0,0,0,0
0,300.0,310.0,1486,41.8,69,10.0,6504.65,2884.2,0,0,0,0,0,0,0
1,298.9,310.0,1487,36.6,129,11.1,5699.29,4721.4,0,0,0,0,0,0,0
1,303.7,312.4,1642,32.3,206,8.7,5553.98,6653.8,1,0,0,0,0,0,0
2,298.8,309.8,1437,48.2,164,11.0,7253.25,7904.8,0,0,0,0,0,0,0
0,300.5,311.0,1759,28.3,13,10.5,5212.92,367.9,0,0,0,0,0,0,0
